order_id,products,basket_size
CA-2016-146941,"['Fellowes Personal Hanging Folder Files, Navy', 'Tyvek Side-Opening Peel & Seel Expanding Envelopes']",2
CA-2016-147123,"['Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page']",1
CA-2016-147137,"['Master Caster Door Stop, Brown', 'Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box', 'Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors', 'Eldon Shelf Savers Cubes and Bins']",4
CA-2016-147368,['Cisco CP-7937G Unified IP Conference Station Phone'],1
CA-2016-147375,"['Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner', 'Xerox 1881']",2
CA-2016-147431,"['Belkin 19"" Center-Weighted Shelf, Gray']",1
CA-2016-147585,"['C-Line Magnetic Cubicle Keepers, Clear Polypropylene']",1
CA-2016-148516,['Logitech\xa0Illuminated - Keyboard'],1
CA-2016-148698,['Panasonic KP-380BK Classic Electric Pencil Sharpener'],1
CA-2016-148908,['GBC Twin Loop Wire Binding Elements'],1
CA-2016-149195,"['Xerox 202', 'Staples', 'Xerox 1930']",3
CA-2016-149223,['Fellowes Basic Home/Office Series Surge Protectors'],1
CA-2016-149314,['Hon Deluxe Fabric Upholstered Stacking Chairs'],1
CA-2016-149349,"['DAX Charcoal/Nickel-Tone Document Frame, 5 x 7']",1
CA-2016-149503,"['Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets']",1
CA-2016-149671,['Acme Box Cutter Scissors'],1
CA-2016-149685,['Avery 50'],1
CA-2016-149762,"['Hon 4060 Series Tables', 'Rogers Handheld Barrel Pencil Sharpener', 'Acco Perma 4000 Stacking Storage Drawers', ""O'Sullivan Living Dimensions 2-Shelf Bookcases""]",4
CA-2016-149783,"['RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set', 'Belkin 5 Outlet SurgeMaster Power Centers', 'Prismacolor Color Pencil Set']",3
CA-2016-149902,['Boston 16801 Nautilus Battery Pencil Sharpener'],1
CA-2016-150000,['Ampad #10 Peel & Seel Holiday Envelopes'],1
CA-2016-150007,"['Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set', 'Insertable Tab Indexes For Data Binders']",2
CA-2016-150077,['AT&T 17929 Lendline Telephone'],1
CA-2016-151092,['Panasonic KX-TG6844B Expandable Digital Cordless Telephone'],1
CA-2016-151148,"['Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5', 'Global Stack Chair without Arms, Black']",2
CA-2016-151372,"['14-7/8 x 11 Blue Bar Computer Printout Paper', 'Angle-D Binders with Locking Rings, Label Holders', 'Advantus Push Pins']",3
CA-2016-151561,"['Enermax Aurora Lite Keyboard', 'Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive', 'Acme Value Line Scissors', 'Eldon 500 Class Desk Accessories']",4
CA-2016-152156,"['Bush Somerset Collection Bookcase', 'Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back']",2
CA-2016-152163,"['Wilson Jones Hanging View Binder, White, 1""', 'Xerox 210', 'Binding Machine Supplies']",3
CA-2016-152170,"['Tyvek  Top-Opening Peel & Seel  Envelopes, Gray', 'Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector', 'Xerox 1896', 'Newell 332', 'Cardinal Slant-D Ring Binders']",5
CA-2016-152247,['Global Troy Executive Leather Low-Back Tilter'],1
CA-2016-152457,['Xerox 1991'],1
CA-2016-152471,"['Jabra SPEAK 410 Multidevice Speakerphone', 'Xerox 1921']",2
CA-2016-152520,['Xerox 213'],1
CA-2016-152940,['Acco Perma 2700 Stacking Storage Drawers'],1
CA-2016-153101,"['Lesro Round Back Collection Coffee Table, End Table']",1
CA-2016-153157,['Plantronics Encore H101 Dual Earpieces\xa0Headset'],1
CA-2016-153185,"['Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book']",1
CA-2016-153269,"['Personal Folder Holder, Ebony', 'Situations Contoured Folding Chairs, 4/Set', 'Xerox 193', 'Ibico Hi-Tech Manual Binding System']",4
CA-2016-153598,"['Logitech\xa0Z-906 Speaker sys - home theater - 5.1-CH', '3M Polarizing Light Filter Sleeves']",2
CA-2016-154053,['Berol Giant Pencil Sharpener'],1
CA-2016-154060,"['Global Stack Chair without Arms, Black']",1
CA-2016-154067,['Xerox 1883'],1
CA-2016-154536,"['C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack']",1
CA-2016-154662,"['Bush Cubix Conference Tables, Fully Assembled']",1
CA-2016-154739,"['Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black']",1
CA-2016-154998,['Xerox 1939'],1
CA-2016-155033,['Astroparche Fine Business Paper'],1
CA-2016-155138,"['Memorex Froggy Flash Drive 4 GB', 'Petty Cash Envelope']",2
CA-2016-155474,"['Logitech Mobile Speakerphone P710e -\xa0speaker phone', 'Fellowes Twister Kit, Gray/Clear, 3/pkg']",2
CA-2016-155481,"['Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""', 'Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5', 'Staples']",3
CA-2016-155845,['Logitech diNovo Edge Keyboard'],1
CA-2016-155978,"['Apple iPhone 5', 'Belkin F5C206VTEL 6 Outlet Surge']",2
CA-2016-155992,"['Plantronics Cordless\xa0Phone Headset\xa0with In-line Volume - M214C', 'Westinghouse Clip-On Gooseneck Lamps']",2
CA-2016-156265,"['Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops', 'Nortel Business Series Terminal T7208 Digital phone', 'XtraLife ClearVue Slant-D Ring Binders by Cardinal']",3
CA-2016-156685,"['Cisco SPA 502G IP Phone', 'Newell 345']",2
CA-2016-157280,"['3M Polarizing Task Lamp with Clamp Arm, Light Gray', 'Microsoft Natural Ergonomic Keyboard 4000', 'Tenex Chairmat w/ Average Lip, 45"" x 53""']",3
CA-2016-157336,"['XtraLife ClearVue Slant-D Ring Binder, White, 3""', 'Hon Every-Day Series Multi-Task Chairs']",2
CA-2016-157686,"['Global Task Chair, Black']",1
CA-2016-157707,"['Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled', 'iOttie HLCRIO102 Car Mount', ""Global Manager's Adjustable Task Chair, Storm""]",3
CA-2016-157749,"['Xerox 1957', 'Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base', 'Staple-based wall hangings', 'PureGear Roll-On Screen Protector', 'KI Conference Tables', 'Eldon 100 Class Desk Accessories', 'Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set']",7
CA-2016-158099,"['GBC Ibimaster 500 Manual ProClick Binding System', 'Cisco SPA301']",2
CA-2016-158155,"['Eldon 200 Class Desk Accessories', 'Vinyl Sectional Post Binders', 'Southworth Parchment Paper & Envelopes', 'Howard Miller 13"" Diameter Pewter Finish Round Wall Clock']",4
CA-2016-158211,"['Newell 312', 'Avery Arch Ring Binders']",2
CA-2016-158260,['Okidata B400 Printer'],1
CA-2016-158302,"['Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled']",1
CA-2016-158358,['Logitech G602 Wireless Gaming Mouse'],1
CA-2016-158694,"['Embossed Ink Jet Note Cards', 'Belkin F9S820V06 8 Outlet Surge', 'Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock', 'Xerox 1933', 'Standard Rollaway File with Lock', 'Peel & Stick Add-On Corner Pockets', 'Newell 338']",7
CA-2016-158778,"['6"" Cubicle Wall Clock, Black', 'Global Task Chair, Black', 'Newell 329', 'Global Comet Stacking Arm Chair']",4
CA-2016-158806,"['Eldon Image Series Desk Accessories, Burgundy', 'Xerox 212']",2
CA-2016-158841,"['HP Designjet T520 Inkjet Large Format Printer - 24"" Color', 'Presstex Flexible Ring Binders', 'Acrylic Self-Standing Desk Frames']",3
CA-2016-158869,['Easy-staple paper'],1
CA-2016-159016,"['Rediform Voice Mail Log Books', 'Apple iPhone 5']",2
CA-2016-159023,"['Avery Reinforcements for Hole-Punch Pages', 'Okidata B401 Printer']",2
CA-2016-159142,"['Anker Astro 15000mAh USB Portable Charger', 'Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book']",2
CA-2016-159212,"['LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite', 'Airmail Envelopes']",2
CA-2016-159695,['Eldon Portable Mobile Manager'],1
CA-2016-159737,"['XtraLife ClearVue Slant-D Ring Binder, White, 3""']",1
CA-2016-159765,['4009 Highlighters by Sanford'],1
CA-2016-159940,"['Flat Face Poster Frame', 'Acco Hot Clips Clips to Go', 'Tops Wirebound Message Log Books', 'Global Ergonomic Managers Chair']",4
CA-2016-159989,['ARKON Windshield Dashboard Air Vent Car Mount Holder'],1
CA-2016-160108,"['Bush Westfield Collection Bookcases, Dark Cherry Finish', 'Hon GuestStacker Chair']",2
CA-2016-160136,['Xerox 1978'],1
CA-2016-160304,"['Bush Westfield Collection Bookcases, Medium Cherry Finish', 'GE 30522EE2']",2
CA-2016-160500,"['Computer Printout Index Tabs', 'Bevis 36 x 72 Conference Tables']",2
CA-2016-160717,"['Samsung Galaxy Mega 6.3', 'Rosewill 107 Normal Keys USB Wired Standard Keyboard', 'Bose SoundLink Bluetooth Speaker']",3
CA-2016-160745,"['3M Hangers With Command Adhesive', 'AT&T TR1909W', 'First Data FD10 PIN Pad']",3
CA-2016-160815,['Geemarc AmpliPOWER60'],1
CA-2016-161025,['Fellowes Staxonsteel Drawer Files'],1
CA-2016-161158,['Sanford Pocket Accent Highlighters'],1
CA-2016-161389,['Fellowes PB200 Plastic Comb Binding Machine'],1
CA-2016-161473,"['Avery 473', 'Acme Value Line Scissors', 'Avery Hanging File Binders']",3
CA-2016-161543,['Xerox 1965'],1
CA-2016-161662,['Xerox 1912'],1
CA-2016-161669,"['Fellowes Binding Cases', 'Ibico Plastic and Wire Spiral Binding Combs', 'Acme Preferred Stainless Steel Scissors', 'Avery 486']",4
CA-2016-161907,"['Clearsounds A400', 'Premier Automatic Letter Opener']",2
CA-2016-162187,"['Acco Perma 4000 Stacking Storage Drawers', 'Elite 5"" Scissors', 'Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal', ""Belkin 325VA UPS Surge Protector, 6'"", 'Lesro Round Back Collection Coffee Table, End Table']",5
CA-2016-162222,['Xerox 1962'],1
CA-2016-162236,"['Eldon Portable Mobile Manager', 'BPI Conference Tables', 'Premier Electric Letter Opener']",3
CA-2016-162348,"['Eldon Expressions Wood and Plastic Desk Accessories, Oak']",1
CA-2016-162383,"['Recycled Easel Ring Binders', 'Pressboard Hanging Data Binders for Unburst Sheets', ""Global Push Button Manager's Chair, Indigo""]",3
CA-2016-162390,"['Ibico EB-19 Dual Function Manual Binding System', 'Trimflex Flexible Post Binders', 'Brother DCP1000 Digital 3 in 1 Multifunction Machine']",3
CA-2016-162614,['GBC Recycled VeloBinder Covers'],1
CA-2016-162733,['Xerox 1920'],1
CA-2016-163048,['Harbour Creations Steel Folding Chair'],1
CA-2016-163216,['Avery 511'],1
CA-2016-163328,"['Serrated Blade or Curved Handle Hand Letter Openers', 'Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal', 'Southworth 25% Cotton Premium Laser Paper and Envelopes', 'Global Enterprise Series Seating High-Back Swivel/Tilt Chairs', 'Dot Matrix Printer Tape Reel Labels, White, 5000/Box', 'Xerox 1887']",6
CA-2016-163384,"['ACCOHIDE 3-Ring Binder, Blue, 1""', 'Xerox 1996']",2
CA-2016-163398,"['Heavy-Duty E-Z-D Binders', 'Newell 316', 'Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors']",3
CA-2016-163594,"['Xerox 206', 'Global Geo Office Task Chair, Gray', 'Aluminum Screw Posts']",3
CA-2016-163636,['Newell 311'],1
CA-2016-163755,"['Tenex ""The Solids"" Textured Chair Mats']",1
CA-2016-163804,"['Deluxe Rollaway Locking File with Drawer', 'VTech DS6151', 'Eldon 500 Class Desk Accessories']",3
CA-2016-163937,"['DAX Value U-Channel Document Frames, Easel Back']",1
CA-2016-163986,['Crate-A-Files'],1
CA-2016-164035,['Xerox 1978'],1
CA-2016-164154,"['GBC Standard Therm-A-Bind Covers', 'Staple magnet']",2
CA-2016-164350,"['Boston Model 1800 Electric Pencil Sharpener, Gray']",1
CA-2016-164399,"['Panasonic KX TS3282W Corded phone', 'Global Adaptabilities Conference Tables']",2
CA-2016-164490,['Xerox 196'],1
CA-2016-164637,"['Green Canvas Binder for 8-1/2"" x 14"" Sheets']",1
CA-2016-164672,"['Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped']",1
CA-2016-164770,"['Sauder Camden County Collection Library', 'Xerox 1962']",2
CA-2016-164784,"['Avery 499', 'Bevis 44 x 96 Conference Tables', 'Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders']",3
CA-2016-164889,['Hon 61000 Series Interactive Training Tables'],1
CA-2016-164896,"['Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book']",1
CA-2016-164924,"['Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner']",1
CA-2016-164938,['Mediabridge Sport Armband iPhone 5s'],1
CA-2016-165169,"['Standard Rollaway File with Lock', 'Newell 314', 'Avery White Multi-Purpose Labels']",3
CA-2016-165218,"['Cameo Buff Policy Envelopes', 'Acco Perma 4000 Stacking Storage Drawers']",2
CA-2016-165330,"['Ibico Laser Imprintable Binding System Covers', 'Boston 16765 Mini Stand Up Battery Pencil Sharpener', 'IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case', 'Microsoft Natural Ergonomic Keyboard 4000', ""Global Wood Trimmed Manager's Task Chair, Khaki"", 'Recycled Easel Ring Binders', 'GBC Recycled VeloBinder Covers', 'Hon Non-Folding Utility Tables', 'Rogers Profile Extra Capacity Storage Tub', 'Fellowes 8 Outlet Superior Workstation Surge Protector', 'Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""']",11
CA-2016-165827,['Ultra Door Pull Handle'],1
CA-2016-165848,"['Easy-staple paper', 'Panasonic KX MC6040 Color Laser Multifunction Printer', 'Sauder Inglewood Library Bookcases', 'Linden 10"" Round Wall Clock, Black']",4
CA-2016-165918,"['Avery 487', 'Storex Dura Pro Binders', 'Xerox 1945', 'JM Magazine Binder']",4
CA-2016-166429,['Hewlett Packard 610 Color Digital Copier / Printer'],1
CA-2016-166443,['Advantus Panel Wall Acrylic Frame'],1
CA-2016-166674,"['Newell 345', 'Fellowes Bankers Box Recycled Super Stor/Drawer', 'Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener', '50 Colored Long Pencils', 'Newell 342', 'Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S']",6
CA-2016-167115,['Ibico Ibimaster 300 Manual Binding System'],1
CA-2016-167416,"['Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""']",1
CA-2016-167584,['Xerox 224'],1
CA-2016-167682,"['Seth Thomas 13 1/2"" Wall Clock', 'Plantronics Voyager Pro HD - Bluetooth Headset']",2
CA-2016-167759,['Plantronics Encore H101 Dual Earpieces\xa0Headset'],1
CA-2016-168543,['Avanti 1.7 Cu. Ft. Refrigerator'],1
CA-2016-168774,"['Hot File 7-Pocket, Floor Stand']",1
CA-2016-168830,['NETGEAR AC1750 Dual Band Gigabit\xa0Smart WiFi Router'],1
CA-2016-168893,"['Advantus Plastic Paper Clips', 'Economy #2 Pencils', 'Magna Visual Magnetic Picture Hangers', 'Boston 16750 Black Compact Battery Pencil Sharpener', 'Global Adaptabilities Conference Tables']",5
CA-2016-169026,"['Alliance Super-Size Bands, Assorted Sizes']",1
CA-2016-169103,"['Cisco Unified IP Phone 7945G VoIP phone', 'Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting']",2
CA-2016-169166,['Sony Micro Vault Click 8 GB USB 2.0 Flash Drive'],1
CA-2016-169663,"['Kingston Digital DataTraveler 16GB USB 2.0', 'Okidata MB760 Printer']",2
CA-2016-169824,"['Eldon 500 Class Desk Accessories', 'Fiskars Home & Office Scissors', 'Sanford Pocket Accent Highlighters']",3
CA-2016-169922,"['Computer Printout Index Tabs', 'GBC Wire Binding Combs', 'Stacking Tray, Side-Loading, Legal, Smoke']",3
CA-2016-169971,"['Faber Castell Col-Erase Pencils', 'BOSTON Ranger #55 Pencil Sharpener, Black']",2
CA-2017-100013,"['#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes', 'Dax Clear Box Frame', 'SANFORD Liquid Accent Tank-Style Highlighters']",3
CA-2017-100160,"['Avery 519', 'Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream', 'Poly String Tie Envelopes']",3
CA-2017-100223,"['Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting', 'Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'Xerox 1975', 'RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set', 'Tuf-Vin Binders']",5
CA-2017-100230,"['Clear Mylar Reinforcing Strips', 'Xerox 1895', 'Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black']",3
CA-2017-100335,['Easy-staple paper'],1
CA-2017-100426,"['Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾\x94 x 11\x94']",1
CA-2017-100433,['Xerox 226'],1
CA-2017-100622,"['Canon Image Class D660 Copier', 'Avery Self-Adhesive Photo Pockets for Polaroid Photos', 'Hunt Boston Vacuum Mount KS Pencil Sharpener', 'Xerox 1923']",4
CA-2017-100783,"['Hunt PowerHouse Electric Pencil Sharpener, Blue']",1
CA-2017-100825,['Fellowes Bases and Tops For Staxonsteel/High-Stak Systems'],1
CA-2017-100951,['Standard Rollaway File with Lock'],1
CA-2017-101182,"['Xerox 220', 'invisibleSHIELD by ZAGG Smudge-Free Screen Protector']",2
CA-2017-101308,"['Staples', 'i.Sound Portable Power - 8000 mAh']",2
CA-2017-101749,"['Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table']",1
CA-2017-101798,"['Angle-D Binders with Locking Rings, Label Holders', 'Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired']",2
CA-2017-101805,"['Ibico Presentation Index for Binding Systems', 'Eldon Wave Desk Accessories', 'Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand']",3
CA-2017-102204,"['Kleencut Forged Office Shears by Acme United Corporation', 'Bush Advantage Collection Racetrack Conference Table', 'HON 5400 Series Task Chairs for Big and Tall']",3
CA-2017-102218,['Avery 519'],1
CA-2017-102379,"['Anker Astro 15000mAh USB Portable Charger', 'Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms', 'Panasonic KP-380BK Classic Electric Pencil Sharpener']",3
CA-2017-102407,"['Newell 314', 'Bevis 36 x 72 Conference Tables', 'Harmony Air Purifier']",3
CA-2017-102554,"['OIC #2 Pencils, Medium Soft']",1
CA-2017-102610,"['Logitech M510 Wireless Mouse', 'iOttie XL Car Mount', 'Storex Dura Pro Binders', 'Avery 481']",4
CA-2017-102659,['GBC Imprintable Covers'],1
CA-2017-102736,"['Maxell\xa0LTO Ultrium - 800 GB', 'Model L Table or Wall-Mount Pencil Sharpener', 'Xerox 220']",3
CA-2017-102750,['Chromcraft Bull-Nose Wood Oval Conference Tables & Bases'],1
CA-2017-102820,['Blue Parrot B250XT Professional Grade Wireless Bluetooth\xa0Headset\xa0with'],1
CA-2017-102834,['Logitech Wireless Headset h800'],1
CA-2017-102925,"['GBC Prestige Therm-A-Bind Covers', 'Balt Split Level Computer Training Table', 'Xerox 202', 'Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box', 'Anker Astro 15000mAh USB Portable Charger', 'Avery Premier Heavy-Duty Binder with Round Locking Rings', 'Harbour Creations 67200 Series Stacking Chairs', 'Career Cubicle Clock, 8 1/4"", Black']",8
CA-2017-103009,['Xerox 1963'],1
CA-2017-103415,['Tensor Brushed Steel Torchiere Floor Lamp'],1
CA-2017-103611,"['Eldon Image Series Desk Accessories, Burgundy']",1
CA-2017-103877,['GBC DocuBind 300 Electric Binding Machine'],1
CA-2017-103968,"['Tenex ""The Solids"" Textured Chair Mats']",1
CA-2017-104003,"[""O'Sullivan Manor Hill 2-Door Library in Brianna Oak""]",1
CA-2017-104066,['Logitech ClearChat Comfort/USB Headset H390'],1
CA-2017-104080,"['Green Canvas Binder for 8-1/2"" x 14"" Sheets', 'Newell 323']",2
CA-2017-104108,['Manco Dry-Lighter Erasable Highlighter'],1
CA-2017-104136,"['Xerox 1939', 'Xerox 1893']",2
CA-2017-104388,['Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5'],1
CA-2017-104577,"['Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6\x94 x 11\x94']",1
CA-2017-104640,"['Fellowes PB300 Plastic Comb Binding Machine', 'Samsung Galaxy Note 2']",2
CA-2017-104885,"['Newell 34', 'Staple envelope', 'Bush Cubix Collection Bookcases, Fully Assembled', 'Easy-staple paper']",4
CA-2017-105053,['Wilson Jones Active Use Binders'],1
CA-2017-105144,['Alphabetical Labels for Top Tab Filing'],1
CA-2017-105235,"['Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood', 'Seth Thomas 14"" Putty-Colored Wall Clock', 'Eureka The Boss Cordless Rechargeable Stick Vac']",3
CA-2017-105487,"['Digium D40 VoIP phone', 'KeyTronic\xa0E03601U1 -\xa0Keyboard\xa0- Beige', 'Logitech\xa0Illuminated - Keyboard', 'Tennsco Commercial Shelving']",4
CA-2017-105914,"['Performers Binder/Pad Holder, Black', 'Tennsco Double-Tier Lockers']",2
CA-2017-105991,"['Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2', 'Avery Durable Slant Ring Binders, No Labels', 'Bestar Classic Bookcase']",3
CA-2017-106047,"['Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book']",1
CA-2017-106103,['Logitech\xa0P710e Mobile Speakerphone'],1
CA-2017-106355,['Newell 318'],1
CA-2017-106537,['Xerox 2000'],1
CA-2017-106691,['Zipper Ring Binder Pockets'],1
CA-2017-106747,['Luxo Professional Combination Clamp-On Lamps'],1
CA-2017-106824,"['Brites Rubber Bands, 1 1/2 oz. Box']",1
CA-2017-106831,"['Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'Xerox 1924', 'Panasonic KX-TG6844B Expandable Digital Cordless Telephone']",3
CA-2017-107167,"['24 Capacity Maxi Data Binder Racks, Pearl']",1
CA-2017-107174,"['Hon 5100 Series Wood Tables', 'Hon 2090 \x93Pillow Soft\x94 Series Mid Back Swivel/Tilt Chairs', 'SanDisk Cruzer 64 GB USB Flash Drive']",3
CA-2017-107244,"['C-Line Magnetic Cubicle Keepers, Clear Polypropylene']",1
CA-2017-107265,['Easy-staple paper'],1
CA-2017-107293,['Newell 333'],1
CA-2017-107503,"['Linden 10"" Round Wall Clock, Black']",1
CA-2017-107517,"['Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black', 'Geemarc AmpliPOWER60']",2
CA-2017-107552,['Xerox 1923'],1
CA-2017-107720,['Decoflex Hanging Personal Folder File'],1
CA-2017-107748,"['Jackery Bar Premium Fast-charging Portable Charger', 'Xerox 225']",2
CA-2017-107797,['Xerox 1997'],1
CA-2017-107909,"['Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired', 'Avery Metallic Poly Binders']",2
CA-2017-107958,"['White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11', 'Wilson Jones Four-Pocket Poly Binders']",2
CA-2017-108000,['Staple envelope'],1
CA-2017-108294,['Ibico Covers for Plastic or Wire Binding Elements'],1
CA-2017-108329,['Nortel Business Series Terminal T7208 Digital phone'],1
CA-2017-108441,"['TOPS Voice Message Log Book, Flash Format', 'Angle-D Ring Binders', 'Boston 1730 StandUp Electric Pencil Sharpener', 'Safco Contoured Stacking Chairs']",4
CA-2017-108560,"['GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box', 'Dot Matrix Printer Tape Reel Labels, White, 5000/Box', 'GBC White Gloss Covers, Plain Front', 'Micro Innovations USB RF Wireless Keyboard with Mouse']",4
CA-2017-108574,"['Logitech G19 Programmable Gaming Keyboard', 'Motorola HK250 Universal Bluetooth Headset', 'Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White']",3
CA-2017-108749,"['Xerox 209', 'Aluminum Screw Posts']",2
CA-2017-108854,"['Standard Line \x93While You Were Out\x94 Hardbound Telephone Message Book', 'Performers Binder/Pad Holder, Black', 'Vinyl Sectional Post Binders', 'SAFCO Mobile Desk Side File, Wire Frame']",4
CA-2017-109099,['Xerox 1893'],1
CA-2017-109183,['Okidata C610n Printer'],1
CA-2017-109211,['Brown Kraft Recycled Envelopes'],1
CA-2017-109701,"['3-ring staple pack', 'Satellite Sectional Post Binders', 'Wirebound Message Book, 4 per Page', 'Fellowes Advanced Computer Series Surge Protectors', 'Prang Dustless Chalk Sticks']",5
CA-2017-109715,['Xerox 1921'],1
CA-2017-109757,"['DIXON Oriole Pencils', 'GBC Recycled VeloBinder Covers', 'Wilson Jones Active Use Binders', 'Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""']",4
CA-2017-109960,"['Maxell Pro 80 Minute CD-R, 10/Pack', 'BIC Liqua Brite Liner', 'Ibico Plastic and Wire Spiral Binding Combs', 'Easy-staple paper']",4
CA-2017-110198,"['Bush Somerset Collection Bookcase', 'Avery 492']",2
CA-2017-110212,"['Maxell 74 Minute CDR, 10/Pack']",1
CA-2017-110380,['Pencil and Crayon Sharpener'],1
CA-2017-110429,"['Mead 1st Gear 2"" Zipper Binder, Asst. Colors']",1
CA-2017-110478,"['American Pencil', 'White Envelopes, White Envelopes with Clear Poly Window']",2
CA-2017-110821,"['Logitech K350 2.4Ghz Wireless Keyboard', 'Safco Industrial Shelving']",2
CA-2017-110842,"['Belkin 6 Outlet Metallic Surge Strip', 'Xerox 201', 'Ibico Plastic Spiral Binding Combs']",3
CA-2017-110884,"['3M Organizer Strips', 'Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White']",2
CA-2017-110905,"['3M Organizer Strips', 'Holmes Replacement Filter for HEPA Air Cleaner, Medium Room', 'Logitech G105 Gaming Keyboard', 'Imation\xa0Clip USB\xa0flash drive\xa0- 8 GB', 'Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders', 'Xerox 1970', 'Fellowes Stor/Drawer Steel Plus Storage Drawers', 'Acco 6 Outlet Guardian Standard Surge Suppressor']",8
CA-2017-111220,"['Advantus Plastic Paper Clips', 'Belkin 7-Outlet SurgeMaster Home Series', 'Belkin 19"" Center-Weighted Shelf, Gray']",3
CA-2017-111388,"['Global Leather Task Chair, Black']",1
CA-2017-111647,['netTALK DUO VoIP Telephone Service'],1
CA-2017-111717,['Hon Comfortask Task/Swivel Chairs'],1
CA-2017-111738,"['GBC ProClick 150 Presentation Binding System', 'Manco Dry-Lighter Erasable Highlighter']",2
CA-2017-111759,['Easy-staple paper'],1
CA-2017-111815,"['Global Ergonomic Managers Chair', 'Logitech Wireless Marathon Mouse M705']",2
CA-2017-112172,['Plymouth Boxed Rubber Bands by Plymouth'],1
CA-2017-112333,"['Tennsco 16-Compartment Lockers with Coat Rack', 'Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210']",2
CA-2017-112431,"['SanDisk Cruzer 64 GB USB Flash Drive', 'Newell 343']",2
